,Date,Ticker,Title,Direction,Direction_Num,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90,difference10,difference30,difference90,status10,status30,status90
21,"Jan.  1, 2014  4:47 AM ET",TWTR,Warning Bells Are Sounding Ever Louder For Facebook&#x27;s Long-Term Future,NA,4.00,218463000000.00,2.00,35.00,67.50,57.00,64.50,46.98,1837.49,1782.59,1885.52,-15.56,-4.44,-30.40,0.30,-2.70,2.92,-15.86,-1.75,-33.32,0.00,0.00,0.00
22,"Jan.  1, 2014  4:46 AM ET",FB,Facebook Paid Too Much For Instagram,NA,4.00,218463000000.00,2.00,442.00,54.71,57.94,62.57,62.62,1837.49,1782.59,1885.52,5.90,14.37,14.46,0.30,-2.70,2.92,5.60,17.06,11.54,1.00,1.00,1.00
23,"Jan.  1, 2014  3:57 AM ET",TSM,Intel Does The Unthinkable,NA,4.00,146484000000.00,2.00,8230.00,16.77,16.53,16.55,19.87,1837.49,1782.59,1885.52,-1.43,-1.31,18.49,0.30,-2.70,2.92,-1.73,1.38,15.56,0.00,0.00,1.00
24,"Jan.  2, 2014  7:26 PM ET",SNE,Advanced Micro Devices: All Set To Post Strong Results In 2014,NA,4.00,2137575710.00,2.00,1141.00,17.18,17.80,15.75,19.29,1838.13,1774.20,1890.90,3.61,-8.32,12.28,0.37,-3.12,3.25,3.24,-5.20,9.03,0.00,0.00,1.00
25,"Jan.  2, 2014  6:32 PM ET",JCP,J.C. Penney: Worth $6 If It Recaptures 75% Of Lost Market Share,NA,4.00,2356505751.00,2.00,617.00,8.74,7.34,5.92,8.96,1838.13,1774.20,1890.90,-16.02,-32.27,2.52,0.37,-3.12,3.25,-16.39,-29.14,-0.73,0.00,0.00,0.00
26,"Jan.  2, 2014  5:46 PM ET",SGAPY,SingTel: Like A Telecom ETF,NA,4.00,47212443560.00,2.00,4.00,27.30,27.05,26.44,27.74,1838.13,1774.20,1890.90,-0.92,-3.15,1.61,0.37,-3.12,3.25,-1.28,-0.03,-1.64,0.00,0.00,0.00
27,"Jan.  2, 2014  4:44 PM ET",MJNA,Why Medical Marijuana Won&#x27;t Profit From Colorado Legalization,NA,4.00,96806613.00,2.00,106.00,0.15,0.19,0.37,0.29,1838.13,1774.20,1890.90,26.67,146.67,93.33,0.37,-3.12,3.25,26.30,149.79,90.08,1.00,1.00,1.00
28,"Jan.  2, 2014  4:31 PM ET",SSNLF,Apple Will Be The Main Victim Of Microsoft And Google Cutthroat Smartphone Pricing,NA,4.00,372518000000.00,2.00,1103.00,1278.97,1278.97,1254.38,1278.97,1838.13,1774.20,1890.90,0.00,-1.92,0.00,0.37,-3.12,3.25,-0.37,1.20,-3.25,0.00,0.00,0.00
29,"Jan.  2, 2014  4:10 PM ET",WTSHF,Did Santa Leave You A Lump Of KOL?,NA,4.00,104650000.00,2.00,72.00,31.64,31.27,30.37,29.58,1838.13,1774.20,1890.90,-1.17,-4.01,-6.51,0.37,-3.12,3.25,-1.54,-0.89,-9.76,0.00,0.00,0.00
30,"Jan.  2, 2014  3:57 PM ET",CLFD,Clearfield: Examining Whether Share Price Regression Or Progression Is In Store,NA,4.00,209558549.00,2.00,1110.00,19.33,17.41,24.95,24.84,1838.13,1774.20,1890.90,-9.93,29.07,28.50,0.37,-3.12,3.25,-10.30,32.20,25.25,0.00,1.00,1.00
31,"Jan.  2, 2014  3:55 PM ET",FOFI,CEFs 2013 Over 2012: What A Difference! Merger Of Boulder Funds,NA,4.00,218242208.00,2.00,5533.00,8.76,8.90,8.83,9.21,1838.13,1774.20,1890.90,1.60,0.80,5.14,0.37,-3.12,3.25,1.23,3.92,1.89,0.00,0.00,0.00
32,"Jan.  2, 2014  3:46 PM ET",KBR,KBR: An Undervalued LNG Play For 2014,NA,4.00,2125974335.00,2.00,19140.00,30.66,31.03,30.68,26.88,1838.13,1774.20,1890.90,1.21,0.07,-12.33,0.37,-3.12,3.25,0.84,3.19,-15.58,0.00,0.00,0.00
33,"Jan.  2, 2014  3:44 PM ET",CCJ,Let Cameco Energize Your Portfolio,NA,4.00,5552969098.00,2.00,30.00,19.73,31.03,30.68,26.88,1838.13,1774.20,1890.90,1.21,0.07,-12.33,0.37,-3.12,3.25,0.84,3.19,-15.58,0.00,0.00,0.00
34,"Jan.  2, 2014  3:44 PM ET",MU,Micron&#x27;s Earnings Preview: Factors That Improve Its Outlook For 2014,NA,4.00,30935054568.00,2.00,2695.00,20.97,23.71,23.04,24.35,1838.13,1774.20,1890.90,13.07,9.87,16.12,0.37,-3.12,3.25,12.70,12.99,12.87,1.00,1.00,1.00
35,"Jan.  2, 2014  3:43 PM ET",MGM,Wynn Has Benefited From The Surge In 2013 Macau Gaming Revenues,NA,4.00,12900862948.00,2.00,2695.00,23.45,25.36,24.36,26.70,1838.13,1774.20,1890.90,8.14,3.88,13.86,0.37,-3.12,3.25,7.78,7.00,10.61,1.00,1.00,1.00
36,"Jan.  2, 2014  3:28 PM ET",DD,DuPont: The Year 2013 In Review,NA,4.00,72885827000.00,2.00,2695.00,61.67,61.43,58.99,66.33,1838.13,1774.20,1890.90,-0.39,-4.35,7.56,0.37,-3.12,3.25,-0.76,-1.22,4.31,0.00,0.00,0.00
37,"Jan.  2, 2014  3:17 PM ET",CARZ,GM Is Likely To Peak In 2014 And May Become A Good Short,NA,4.00,61274424816.00,2.00,3366.00,38.30,38.88,37.17,40.03,1838.13,1774.20,1890.90,1.51,-2.95,4.52,0.37,-3.12,3.25,1.15,0.17,1.27,0.00,0.00,0.00
38,"Jan.  2, 2014  3:15 PM ET",PAA,Plains All American: The Eagle Ford And Permian Play,NA,4.00,17630685921.00,2.00,281.00,48.26,47.94,48.17,52.87,1838.13,1774.20,1890.90,-0.66,-0.19,9.55,0.37,-3.12,3.25,-1.03,2.94,6.30,0.00,0.00,1.00
39,"Jan.  2, 2014  2:51 PM ET",FIO,Can Fusion-Io Survive The Competition?,NA,4.00,0.00,2.00,281.00,9.40,8.56,11.00,10.70,1838.13,1774.20,1890.90,-8.94,17.02,13.83,0.37,-3.12,3.25,-9.31,20.14,10.58,0.00,1.00,1.00
40,"Jan.  2, 2014  2:46 PM ET",SPFF,A 7.6% Yield From This High Quality Hotel Operator,NA,4.00,4373136989.00,2.00,2965.00,13.60,13.65,13.66,14.09,1838.13,1774.20,1890.90,0.37,0.44,3.60,0.37,-3.12,3.25,0.00,3.56,0.35,0.00,0.00,0.00
41,"Jan.  2, 2014  2:33 PM ET",SPFF,A 9% Dividend Yield For Enterprising Investors,NA,4.00,620787502.00,2.00,2965.00,13.60,13.65,13.66,14.09,1838.13,1774.20,1890.90,0.37,0.44,3.60,0.37,-3.12,3.25,0.00,3.56,0.35,0.00,0.00,0.00
42,"Jan.  2, 2014  2:33 PM ET",MAOMF,North American Palladium Likely A Multi-Bagger,NA,4.00,83100677.00,1.00,55826.00,0.10,0.09,0.06,0.09,1838.13,1774.20,1890.90,-10.00,-40.00,-10.00,0.37,-3.12,3.25,-10.37,-36.88,-13.25,0.00,0.00,0.00
43,"Jan.  2, 2014  2:13 PM ET",MTGE,American Capital Just Can&#x27;t Resist Buying Cheap Stock,NA,4.00,4035284905.00,2.00,2372.00,15.67,16.22,17.11,17.14,1838.13,1774.20,1890.90,3.51,9.19,9.38,0.37,-3.12,3.25,3.14,12.31,6.13,0.00,1.00,1.00
44,"Jan.  5, 2014  5:01 PM ET",CHK,Chesapeake Energy: Why Its Shale Plays Will Continue To Deliver Beyond 2013,NA,4.00,9177529478.00,2.00,1364.00,24.31,23.70,24.71,24.76,1848.38,1755.20,1890.90,-2.51,1.65,1.85,1.18,-3.92,3.51,-3.69,5.56,-1.66,0.00,1.00,0.00
45,"Jan.  5, 2014  4:48 PM ET",COP,Why You Should Consider Investing In Apache,NA,4.00,22368235124.00,2.00,144.00,66.93,64.85,60.69,67.61,1848.38,1755.20,1890.90,-3.11,-9.32,1.02,1.18,-3.92,3.51,-4.29,-5.41,-2.49,0.00,0.00,0.00
46,"Jan.  5, 2014  4:28 PM ET",GPS,Lululemon Athletica&#x27;s 2013 Performance: Was It Really That Bad?,NA,4.00,8342555251.00,2.00,1491.00,38.24,36.74,37.05,40.51,1848.38,1755.20,1890.90,-3.92,-3.11,5.94,1.18,-3.92,3.51,-5.11,0.81,2.43,0.00,0.00,0.00
47,"Jan.  5, 2014  4:15 PM ET",SSNLF,"Watch Out Google, Ubuntu Touch Is Coming",NA,4.00,372518000000.00,2.00,1902.00,1278.97,1278.97,1254.38,1278.97,1848.38,1755.20,1890.90,0.00,-1.92,0.00,1.18,-3.92,3.51,-1.18,2.00,-3.51,0.00,0.00,0.00
48,"Jan.  5, 2014  4:00 PM ET",SPY,"Jeremy Siegel: Correct About 2013, Sees Dow At 18,000 In 2014",NA,4.00,11930765287.00,2.00,1092.00,178.86,181.12,172.03,183.63,1848.38,1755.20,1890.90,1.26,-3.82,2.67,1.18,-3.92,3.51,0.08,0.10,-0.84,0.00,0.00,0.00
49,"Jan.  5, 2014  3:53 PM ET",TSLA,Tesla Remains A Buy,NA,4.00,23728931708.00,2.00,3366.00,147.00,164.13,178.73,212.23,1848.38,1755.20,1890.90,11.65,21.59,44.37,1.18,-3.92,3.51,10.47,25.50,40.86,1.00,1.00,1.00
50,"Jan.  5, 2014  3:39 PM ET",MSFT,Device Sales May Propel Microsoft To A Strong Quarter,NA,4.00,339473000000.00,2.00,3366.00,34.92,35.53,35.13,38.82,1848.38,1755.20,1890.90,1.75,0.60,11.17,1.18,-3.92,3.51,0.56,4.52,7.66,0.00,0.00,1.00
51,"Jan.  5, 2014  3:32 PM ET",INTC,AMD&#x27;s Kaveri Looks Like A Dud,NA,4.00,2137575710.00,2.00,8230.00,24.50,25.67,22.92,25.42,1848.38,1755.20,1890.90,4.78,-6.45,3.76,1.18,-3.92,3.51,3.59,-2.53,0.24,0.00,0.00,0.00
52,"Jan.  5, 2014  1:28 PM ET",AVY,ModernGraham Valuation Of Avery Dennison Corp.,NA,4.00,4706614836.00,2.00,3358.00,47.79,49.56,46.00,49.72,1848.38,1755.20,1890.90,3.70,-3.75,4.04,1.18,-3.92,3.51,2.52,0.17,0.53,0.00,0.00,0.00
53,"Jan.  5, 2014 12:45 PM ET",GNI,"Great Northern Iron Now Worth Less Than $21, Will Fall To $0 In 15 Months",NA,4.00,12750000.00,2.00,199.00,23.00,14.76,13.66,12.92,1848.38,1755.20,1890.90,-35.83,-40.61,-43.83,1.18,-3.92,3.51,-37.01,-36.69,-47.34,0.00,0.00,0.00
54,"Jan.  5, 2014 12:41 PM ET",EEM,Revealing ATAC: Trading Small And Large-Caps,NA,4.00,29109915000.00,2.00,2954.00,38.87,39.33,37.03,40.39,1848.38,1755.20,1890.90,1.18,-4.73,3.91,1.18,-3.92,3.51,0.00,-0.82,0.40,0.00,0.00,0.00
55,"Jan.  5, 2014 12:20 PM ET",MU,Don&#x27;t Get Amnesia In The Memory Market: Micron May Be A Good Short,NA,4.00,30935054568.00,2.00,3366.00,20.67,23.33,23.00,22.58,1848.38,1755.20,1890.90,12.87,11.27,9.24,1.18,-3.92,3.51,11.69,15.19,5.73,1.00,1.00,1.00
56,"Jan.  5, 2014 10:43 AM ET",STEM,Athersys: Remarkable Treatment For Ischemic Stroke Feasibly On The Way,NA,4.00,226265895.00,1.00,455.00,1.38,1.56,1.51,1.29,1848.38,1755.20,1890.90,13.04,9.42,-6.52,1.18,-3.92,3.51,11.86,13.34,-10.03,1.00,1.00,0.00
57,"Jan.  5, 2014  8:45 AM ET",AES,ModernGraham Valuation Of AES Corp,NA,4.00,8375400272.00,2.00,3358.00,14.02,13.99,13.57,14.07,1848.38,1755.20,1890.90,-0.21,-3.21,0.36,1.18,-3.92,3.51,-1.40,0.71,-3.15,0.00,0.00,0.00
58,"Jan.  5, 2014  8:28 AM ET",WOR,Focus On Worthington Industries,NA,4.00,1776918446.00,2.00,55851.00,40.95,42.70,37.29,38.08,1848.38,1755.20,1890.90,4.27,-8.94,-7.01,1.18,-3.92,3.51,3.09,-5.02,-10.52,0.00,0.00,0.00
59,"Jan.  5, 2014  8:17 AM ET",PEP,The Coca-Cola Company: Unlocking Value In 2014 And Beyond,NA,4.00,174257000000.00,1.00,212.00,79.46,80.05,76.12,80.33,1848.38,1755.20,1890.90,0.74,-4.20,1.09,1.18,-3.92,3.51,-0.44,-0.29,-2.42,0.00,0.00,0.00
60,"Jan.  5, 2014  7:42 AM ET",UBSFY,EA&#x27;s Recent Stock Price Correction A Buying Opportunity,NA,4.00,17144984938.00,2.00,309.00,2.77,2.83,2.69,3.46,1848.38,1755.20,1890.90,2.17,-2.89,24.91,1.18,-3.92,3.51,0.98,1.03,21.40,0.00,0.00,1.00
61,"Jan.  5, 2014  6:36 AM ET",ABX,Beaten Up Barrick A Good Bet For The Long Haul,NA,4.00,12345497845.00,2.00,3366.00,18.06,17.75,18.84,18.23,1848.38,1755.20,1890.90,-1.72,4.32,0.94,1.18,-3.92,3.51,-2.90,8.24,-2.57,0.00,1.00,0.00
62,"Jan.  5, 2014  6:30 AM ET",YNGFF,Veris Gold Progress vs. Problems,NA,4.00,7718918.00,2.00,327.00,0.28,0.29,0.16,0.31,1848.38,1755.20,1890.90,3.57,-42.86,10.71,1.18,-3.92,3.51,2.39,-38.94,7.20,0.00,0.00,1.00
63,"Jan.  5, 2014  6:11 AM ET",ABC,ModernGraham Valuation Of AmerisourceBergen Corp.,NA,4.00,23311070432.00,2.00,3358.00,68.56,69.41,63.96,64.22,1848.38,1755.20,1890.90,1.24,-6.71,-6.33,1.18,-3.92,3.51,0.06,-2.79,-9.84,0.00,0.00,0.00
64,"Jan.  5, 2014  5:50 AM ET",AA,ModernGraham Valuation Of Alcoa Inc.,NA,4.00,16585906147.00,2.00,3358.00,10.42,10.48,11.33,12.53,1848.38,1755.20,1890.90,0.58,8.73,20.25,1.18,-3.92,3.51,-0.61,12.65,16.74,0.00,1.00,1.00
65,"Jan.  5, 2014  5:46 AM ET",ETAK,"Elephant Talk - Unwrapping The Riddle, Wrapped In A Mystery, Inside An Enigma",NA,4.00,72384435.00,2.00,36.00,1.38,1.52,1.38,1.03,1848.38,1755.20,1890.90,10.14,0.00,-25.36,1.18,-3.92,3.51,8.96,3.92,-28.87,1.00,0.00,0.00
66,"Jan.  5, 2014  5:38 AM ET",SDRL,Is Seadrill Trading At A Cheap Valuation?,NA,4.00,4493970635.00,2.00,237.00,37.22,37.12,33.40,33.48,1848.38,1755.20,1890.90,-0.27,-10.26,-10.05,1.18,-3.92,3.51,-1.45,-6.35,-13.56,0.00,0.00,0.00
67,"Jan.  5, 2014  5:31 AM ET",QCOM,Qualcomm&#x27;s Growing Dividend,NA,4.00,113226000000.00,2.00,31.00,70.76,72.52,70.58,76.79,1848.38,1755.20,1890.90,2.49,-0.25,8.52,1.18,-3.92,3.51,1.30,3.66,5.01,0.00,0.00,1.00
68,"Jan.  5, 2014  5:01 AM ET",KND,"After A Big Move In 2013, Kindred Healthcare Investors Should Consider Selling",NA,4.00,1495936365.00,1.00,58.00,18.67,20.28,17.35,22.87,1848.38,1755.20,1890.90,8.62,-7.07,22.50,1.18,-3.92,3.51,7.44,-3.15,18.99,1.00,0.00,1.00
69,"Jan.  5, 2014  4:51 AM ET",MDLZ,Will Europe Help Starbucks Continue Its Bull Run?,NA,4.00,69948842000.00,2.00,6.00,33.98,35.13,31.50,34.13,1848.38,1755.20,1890.90,3.38,-7.30,0.44,1.18,-3.92,3.51,2.20,-3.38,-3.07,0.00,0.00,0.00
70,"Jan.  6, 2014  7:45 PM ET",VIA,Liberty Media Offer For Sirius XM Is A &#x27;Ratio&#x27;,NA,4.00,13398606146.00,2.00,1369.00,84.84,83.41,78.56,83.56,1845.89,1751.64,1888.77,-1.69,-7.40,-1.51,0.44,-4.69,2.77,-2.12,-2.71,-4.28,0.00,0.00,0.00
71,"Jan.  6, 2014  7:23 PM ET",UNL,Is Natural Gas Changing Course?,NA,4.00,619606034.00,2.00,1118.00,18.56,18.32,20.29,19.82,1845.89,1751.64,1888.77,-1.29,9.32,6.79,0.44,-4.69,2.77,-1.73,14.01,4.02,0.00,1.00,0.00
72,"Jan.  6, 2014  7:17 PM ET",ZMH,Pluristem&#x27;s Positive Data Could Open Massive Muscle Injury Market,NA,4.00,208763590.00,2.00,747.00,94.11,96.04,91.22,95.89,1845.89,1751.64,1888.77,2.05,-3.07,1.89,0.44,-4.69,2.77,1.61,1.62,-0.88,0.00,0.00,0.00
73,"Jan.  6, 2014  6:50 PM ET",INFY,2 Reasons To Sell Wipro,NA,4.00,32506061658.00,2.00,738.00,27.47,29.72,27.68,26.82,1845.89,1751.64,1888.77,8.19,0.76,-2.37,0.44,-4.69,2.77,7.75,5.46,-5.14,1.00,1.00,0.00
74,"Jan.  6, 2014  6:44 PM ET",VTR,Why DLR Made My Brain Explode,NA,4.00,8747283217.00,2.00,486.00,55.09,57.91,58.23,59.33,1845.89,1751.64,1888.77,5.12,5.70,7.70,0.44,-4.69,2.77,4.68,10.39,4.93,0.00,1.00,0.00
75,"Jan.  6, 2014  6:36 PM ET",C,Bank Of America: No Reason To Be Extremely Optimistic,NA,4.00,169260000000.00,2.00,2656.00,54.12,52.55,47.02,47.07,1845.89,1751.64,1888.77,-2.90,-13.12,-13.03,0.44,-4.69,2.77,-3.34,-8.43,-15.80,0.00,0.00,0.00
76,"Jan.  6, 2014  5:50 PM ET",APOL,Here&#x27;s How Analysts Forecast Apollo Group To Report Tuesday,NA,4.00,2900115000.00,2.00,2282.00,26.94,33.06,32.47,31.86,1845.89,1751.64,1888.77,22.72,20.53,18.26,0.44,-4.69,2.77,22.28,25.22,15.49,1.00,1.00,1.00
77,"Jan.  6, 2014  5:19 PM ET",XOM,Target The Best Dividend Champion To Buy Right Now,NA,4.00,50434840004.00,2.00,486.00,97.55,95.49,86.46,94.63,1845.89,1751.64,1888.77,-2.11,-11.37,-2.99,0.44,-4.69,2.77,-2.55,-6.68,-5.76,0.00,0.00,0.00
78,"Jan.  6, 2014  4:33 PM ET",TSM,UMC: 2014 Game Plan For This Undervalued Stock,NA,4.00,6152952000.00,2.00,308.00,16.54,17.75,16.10,19.33,1845.89,1751.64,1888.77,7.32,-2.66,16.87,0.44,-4.69,2.77,6.88,2.03,14.10,1.00,0.00,1.00
79,"Jan.  6, 2014  4:16 PM ET",NFLX,"Walt Disney: Don&#x27;t Get Fooled By The Disney Premium, Await Better Entry Levels",NA,4.00,180902000000.00,2.00,2656.00,339.50,331.68,404.42,337.31,1845.89,1751.64,1888.77,-2.30,19.12,-0.65,0.44,-4.69,2.77,-2.74,23.81,-3.41,0.00,1.00,0.00
80,"Jan.  6, 2014  4:03 PM ET",JJU,All Eyes Will Be On Ford And Alcoa At The Detroit Auto Show,NA,4.00,16585906147.00,2.00,1356.00,18.77,18.68,17.46,18.63,1845.89,1751.64,1888.77,-0.48,-6.98,-0.75,0.44,-4.69,2.77,-0.92,-2.29,-3.51,0.00,0.00,0.00
81,"Jan.  6, 2014  3:42 PM ET",YHOO,How Much Is Facebook Worth As An Internet Utility?,NA,4.00,218463000000.00,2.00,2372.00,40.92,40.34,35.49,34.26,1845.89,1751.64,1888.77,-1.42,-13.27,-16.28,0.44,-4.69,2.77,-1.85,-8.58,-19.04,0.00,0.00,0.00
82,"Jan.  6, 2014  3:39 PM ET",SPY,High Yielding Cisco Is Not A Buy At These Levels,NA,4.00,142626000000.00,2.00,2056.00,179.96,180.89,171.81,183.63,1845.89,1751.64,1888.77,0.52,-4.53,2.04,0.44,-4.69,2.77,0.08,0.16,-0.73,0.00,0.00,0.00
83,"Jan.  6, 2014  3:31 PM ET",SPY,Why 2014 Can Turn The Tide For Annaly,NA,4.00,9950595890.00,2.00,5033.00,179.96,180.89,171.81,183.63,1845.89,1751.64,1888.77,0.52,-4.53,2.04,0.44,-4.69,2.77,0.08,0.16,-0.73,0.00,0.00,0.00
84,"Jan.  6, 2014  3:15 PM ET",XRT,Sears Holding Corporation- Addressing Serious Problems Heading Into 2014,NA,4.00,4069659293.00,1.00,215.00,86.21,82.69,77.50,84.36,1845.89,1751.64,1888.77,-4.08,-10.10,-2.15,0.44,-4.69,2.77,-4.52,-5.41,-4.91,0.00,0.00,0.00
85,"Jan.  6, 2014  3:12 PM ET",SCTY,"Sorry Goldman Sachs, I Think Your Call On SolarCity Is Wrong",NA,4.00,4675028259.00,2.00,3653.00,63.72,76.80,69.48,59.08,1845.89,1751.64,1888.77,20.53,9.04,-7.28,0.44,-4.69,2.77,20.09,13.73,-10.05,1.00,1.00,0.00
86,"Jan.  6, 2014  3:01 PM ET",VRS,Verso Paper - More Volatility Following A Transformational Deal,NA,4.00,185336781.00,2.00,2656.00,4.38,3.13,2.98,2.79,1845.89,1751.64,1888.77,-28.54,-31.96,-36.30,0.44,-4.69,2.77,-28.97,-27.27,-39.07,0.00,0.00,0.00
87,"Jan.  6, 2014  2:58 PM ET",PBR,Now Is The Time To Buy Petrobas,NA,4.00,32676464810.00,2.00,415.00,12.48,12.13,10.43,13.31,1845.89,1751.64,1888.77,-2.80,-16.43,6.65,0.44,-4.69,2.77,-3.24,-11.73,3.88,0.00,0.00,0.00
88,"Jan.  7, 2014  6:50 PM ET",SNY,Pick GlaxoSmithKline For A Sustainable 4.6% Yield,NA,4.00,124163000000.00,2.00,414.00,49.29,49.04,46.09,50.00,1838.70,1773.43,1845.04,-0.51,-6.49,1.44,0.07,-3.49,0.41,-0.57,-3.01,1.03,0.00,0.00,0.00
89,"Jan.  7, 2014  6:35 PM ET",ZNGA,Why Target Must Accept Bitcoin Like Zynga And Before Walmart Or Amazon,NA,4.00,50434840004.00,2.00,1540.00,4.18,3.55,4.47,4.19,1838.70,1773.43,1845.04,-15.07,6.94,0.24,0.07,-3.49,0.41,-15.14,10.42,-0.17,0.00,1.00,0.00
90,"Jan.  7, 2014  6:31 PM ET",SBMRY,Constellation Brands: Will Transformation Into A Beer Company Go Flat?,NA,4.00,22527992394.00,2.00,1706.00,48.69,49.28,43.64,4.19,1838.70,1773.43,1845.04,-15.07,6.94,0.24,0.07,-3.49,0.41,-15.14,10.42,-0.17,0.00,1.00,0.00
91,"Jan.  7, 2014  6:00 PM ET",MON,Here&#x27;s How Analysts Expect Monsanto To Report Wednesday,NA,4.00,56481622666.00,2.00,2282.00,113.40,111.32,106.56,110.94,1838.70,1773.43,1845.04,-1.83,-6.03,-2.17,0.07,-3.49,0.41,-1.90,-2.55,-2.58,0.00,0.00,0.00
92,"Jan.  7, 2014  5:11 PM ET",INTC,Intel At CES 2014: Lots To Like But No Cake Today,NA,4.00,146484000000.00,2.00,3366.00,24.47,24.88,23.31,25.74,1838.70,1773.43,1845.04,1.68,-4.74,5.19,0.07,-3.49,0.41,1.61,-1.25,4.78,0.00,0.00,0.00
93,"Jan.  7, 2014  4:42 PM ET",XLY,Why Dillard&#x27;s Is One Of The Top Department Store Stocks To Buy,NA,4.00,5432327648.00,2.00,1491.00,65.24,64.20,62.44,62.72,1838.70,1773.43,1845.04,-1.59,-4.29,-3.86,0.07,-3.49,0.41,-1.66,-0.81,-4.27,0.00,0.00,0.00
94,"Jan.  7, 2014  4:25 PM ET",PSX,Berkshire Hathaway Streak To Most Likely End,NA,4.00,354941000000.00,2.00,125.00,74.53,73.70,71.07,75.98,1838.70,1773.43,1845.04,-1.11,-4.64,1.95,0.07,-3.49,0.41,-1.18,-1.16,1.53,0.00,0.00,0.00
95,"Jan.  7, 2014  3:30 PM ET",AA,Alcoa Earnings Preview: Low Aluminum Prices Will Weigh On Results,NA,4.00,16585906147.00,2.00,2695.00,10.72,11.24,10.97,12.37,1838.70,1773.43,1845.04,4.85,2.33,15.39,0.07,-3.49,0.41,4.78,5.82,14.98,0.00,1.00,1.00
96,"Jan.  7, 2014  2:42 PM ET",BBBY,"Bed Bath &amp; Beyond: Housing Recovery, Strong Market Position Can Translate Into Steady Growth",NA,4.00,13929385821.00,2.00,2695.00,79.68,66.05,64.00,67.37,1838.70,1773.43,1845.04,-17.11,-19.68,-15.45,0.07,-3.49,0.41,-17.17,-16.19,-15.86,0.00,0.00,0.00
97,"Jan.  7, 2014  2:16 PM ET",RAI,Will Philip Morris Handle The Competition In The E-Cigarette Business?,NA,4.00,120119000000.00,2.00,17.00,45.93,45.76,45.26,51.06,1838.70,1773.43,1845.04,-0.37,-1.46,11.17,0.07,-3.49,0.41,-0.44,2.03,10.76,0.00,0.00,1.00
98,"Jan.  7, 2014  2:08 PM ET",TSM,"Intel: Don&#x27;t Be Fooled, Mobile Is Important",NA,4.00,146484000000.00,2.00,8230.00,16.71,17.38,16.62,19.31,1838.70,1773.43,1845.04,4.01,-0.54,15.56,0.07,-3.49,0.41,3.94,2.95,15.15,0.00,0.00,1.00
99,"Jan.  7, 2014  1:57 PM ET",AVP,ModernGraham Valuation Of Avon Products,NA,4.00,3356313217.00,2.00,3358.00,16.55,15.91,14.18,14.90,1838.70,1773.43,1845.04,-3.87,-14.32,-9.97,0.07,-3.49,0.41,-3.93,-10.83,-10.38,0.00,0.00,0.00
100,"Jan.  8, 2014  7:40 PM ET",AMGN,"Amgen Vs. Merck, Lilly In Osteoporosis Competition",NA,4.00,117062000000.00,2.00,548.00,116.02,116.27,116.03,115.72,1848.38,1797.02,1851.96,0.22,0.01,-0.26,0.56,-2.24,0.75,-0.34,2.25,-1.01,0.00,0.00,0.00
101,"Jan.  8, 2014  7:26 PM ET",VZ,AT&amp;T: More Growth Drivers Ahead?,NA,4.00,170030000000.00,2.00,179.00,45.42,46.24,44.76,46.62,1848.38,1797.02,1851.96,1.81,-1.45,2.64,0.56,-2.24,0.75,1.25,0.78,1.89,0.00,0.00,0.00
102,"Jan.  8, 2014  6:39 PM ET",XTL,AT&amp;T&#x27;s 5%-Plus Div Yield: Crucial Data Explained,NA,4.00,170030000000.00,2.00,1212.00,54.57,55.84,54.61,55.26,1848.38,1797.02,1851.96,2.33,0.07,1.26,0.56,-2.24,0.75,1.77,2.31,0.51,0.00,0.00,0.00
103,"Jan.  8, 2014  6:00 PM ET",VXX,How To Trade The 8% Yielding Alpine Total Fund Before It Splits And Raises Its Payout,NA,4.00,959111778.00,2.00,2807.00,41.83,41.13,45.46,42.02,1848.38,1797.02,1851.96,-1.67,8.68,0.45,0.56,-2.24,0.75,-2.23,10.91,-0.30,0.00,1.00,0.00
104,"Jan.  8, 2014  5:35 PM ET",SIEGY,Deep Freeze Heats Up EnerNOC,NA,4.00,313343732.00,2.00,573.00,125.44,126.98,123.39,130.75,1848.38,1797.02,1851.96,1.23,-1.63,4.23,0.56,-2.24,0.75,0.67,0.60,3.48,0.00,0.00,0.00
105,"Jan.  8, 2014  5:27 PM ET",AA,Here&#x27;s What Analysts Expect From Alcoa,NA,4.00,16585906147.00,2.00,2282.00,10.58,11.24,11.10,12.43,1848.38,1797.02,1851.96,6.24,4.91,17.49,0.56,-2.24,0.75,5.68,7.15,16.73,1.00,1.00,1.00
106,"Jan.  8, 2014  5:04 PM ET",XPH,Aeolus Pharmaceuticals: A Biodefense Nano-Cap With Noteworthy Partners,NA,4.00,33962517.00,2.00,856.00,85.56,88.61,85.94,85.27,1848.38,1797.02,1851.96,3.56,0.44,-0.34,0.56,-2.24,0.75,3.01,2.68,-1.09,0.00,0.00,0.00
107,"Jan.  8, 2014  4:40 PM ET",SPW,Will 2014 Be Emerson&#x27;s Year?,NA,4.00,37864256441.00,2.00,130.00,97.40,102.33,96.10,94.42,1848.38,1797.02,1851.96,5.06,-1.33,-3.06,0.56,-2.24,0.75,4.50,0.90,-3.81,0.00,0.00,0.00
